Demand,Normalized_net,Temprature
1039.0,0.477102407,-11.9
1023.1,0.469801225,-12.7
1031.3,0.473566615,-14.2
1057.6,0.485643413,-15.5
1093.7,0.502220311,-16.9
1112.75638,0.510970883,-16.5
1181.96981,0.542753264,-16.2
1091.450207,0.50118722,-16.7
1055.743138,0.484790753,-16.4
1079.590487,0.495741309,-15.1
1073.564161,0.492974057,-13.7
1080.788245,0.496291312,-11.6
1056.170381,0.48498694,-9.2
1152.436347,0.52919168,-5.3
1232.730188,0.566062118,-3.1
1355.8,0.622575018,-2.0
1355.7,0.622529099,-1.0
1306.6,0.599982681,-0.5
1267.8,0.582165959,-0.3
1226.9,0.563384931,-0.4
1168.6,0.53661393,-1.3
1102.1,0.506077539,-2.8
1039.7,0.477423843,-3.0
998.4,0.458459137,-3.3
995.8,0.457265233,-3.8
975.7,0.448035437,-3.8
1001.7,0.459974477,-4.7
1033.8,0.474714599,-5.4
1082.5,0.49707734,-5.4
1110.503799,0.509936512,-4.3
1103.257881,0.506609231,-4.3
1104.793386,0.507314325,-5.8
1104.351704,0.507111508,-6.3
1326.0,0.608891041,-7.3
1238.663461,0.56878664,-8.1
1141.240071,0.524050419,-8.4
1175.00056,0.539553028,-7.8
1224.020498,0.562062681,-8.2
1319.79693,0.60604263,-9.9
1474.9,0.677265005,-10.3
1497.8,0.687780544,-10.4
1450.5,0.666060675,-10.5
1402.7,0.644111209,-10.3
1334.2,0.612656431,-10.6
1246.2,0.572247372,-10.8
1167.9,0.536292494,-10.5
1108.3,0.508924541,-10.2
1064.6,0.48885777,-10.2
1055.2,0.484541348,-11.2
1051.7,0.482934169,-12.5
1069.9,0.491291497,-13.9
1135.8,0.521552372,-15.2
1233.7,0.566507449,-15.9
1298.477799,0.596253016,-16.5
1358.194173,0.623674407,-16.9
1341.346469,0.615938045,-18.0
1282.482491,0.588908069,-19.7
1225.062764,0.562541284,-21.5
1200.23495,0.551140504,-21.3
1217.269928,0.558962861,-19.6
1195.525107,0.548977773,-16.4
1231.746202,0.565610277,-13.6
1303.092882,0.598372234,-11.0
1430.0,0.656647201,-9.1
1489.8,0.684106993,-7.4
1472.8,0.676300698,-6.1
1428.9,0.656142088,-5.3
1360.6,0.624779148,-5.6
1254.8,0.576196439,-6.5
1166.0,0.535420026,-7.9
1100.3,0.50525099,-10.0
1061.4,0.487388349,-10.1
1049.3,0.481832104,-10.4
1025.4,0.470857371,-10.9
1034.0,0.474806438,-12.0
1116.7,0.512781769,-10.7
1236.9,0.56797687,-14.5
1288.187897,0.591527956,-9.4
1266.978093,0.581788545,-8.5
1242.766591,0.570670772,-10.6
1223.826086,0.561973409,-10.9
1240.258368,0.569519011,-9.4
1223.652967,0.561893913,-10.0
1186.828188,0.544984202,-9.8
1224.648147,0.562350894,-5.5
