ept,kw,tmp,month,hour,dayofweek,kw_2,kw_7
2017-07-15 01:00:00,25110.0,79.9,7,1,5,26622.0,21492.0
2017-07-15 02:00:00,23220.0,79.2,7,2,5,25380.0,20412.0
2017-07-15 03:00:00,21006.0,78.6,7,3,5,24624.0,19656.0
2017-07-15 04:00:00,22302.0,77.9,7,4,5,24840.0,19494.0
2017-07-15 05:00:00,22086.0,77.5,7,5,5,25110.0,20088.0
2017-07-15 06:00:00,21600.0,77.0,7,6,5,25488.0,19764.0
2017-07-15 07:00:00,22518.0,76.1,7,7,5,26568.0,21276.0
2017-07-15 08:00:00,24138.0,78.6,7,8,5,27810.0,22194.0
2017-07-15 09:00:00,25758.0,81.1,7,9,5,29592.0,24516.0
2017-07-15 10:00:00,27270.0,84.2,7,10,5,31482.0,26514.0
2017-07-15 11:00:00,28458.0,86.0,7,11,5,32940.0,28188.0
2017-07-15 12:00:00,29754.0,88.0,7,12,5,33912.0,29430.0
2017-07-15 13:00:00,30186.0,90.0,7,13,5,34992.0,29430.0
2017-07-15 14:00:00,30834.0,91.6,7,14,5,35208.0,29916.0
2017-07-15 15:00:00,31266.0,91.0,7,15,5,35910.0,29916.0
2017-07-15 16:00:00,31482.0,93.4,7,16,5,36126.0,30024.0
2017-07-15 17:00:00,31536.0,86.5,7,17,5,36018.0,29646.0
2017-07-15 18:00:00,29376.0,86.0,7,18,5,35640.0,29862.0
2017-07-15 19:00:00,28404.0,85.1,7,19,5,34128.0,28620.0
2017-07-15 20:00:00,27756.0,82.8,7,20,5,32184.0,27594.0
2017-07-15 21:00:00,25488.0,81.9,7,21,5,31320.0,26622.0
2017-07-15 22:00:00,23760.0,77.7,7,22,5,30132.0,22464.0
2017-07-15 23:00:00,21816.0,72.7,7,23,5,27918.0,20304.0
2017-07-16 00:00:00,20088.0,72.5,7,0,6,26946.0,18792.0
2017-07-16 01:00:00,19656.0,72.9,7,1,6,27324.0,17982.0
2017-07-16 02:00:00,19710.0,73.0,7,2,6,26676.0,17712.0
2017-07-16 03:00:00,18738.0,72.5,7,3,6,25596.0,17280.0
2017-07-16 04:00:00,18792.0,72.5,7,4,6,25812.0,17118.0
2017-07-16 05:00:00,18900.0,72.5,7,5,6,26190.0,17280.0
2017-07-16 06:00:00,19494.0,72.3,7,6,6,26190.0,17280.0
2017-07-16 07:00:00,19494.0,72.1,7,7,6,27594.0,18198.0
2017-07-16 08:00:00,20412.0,72.9,7,8,6,29268.0,19926.0
2017-07-16 09:00:00,21384.0,75.2,7,9,6,30996.0,21546.0
2017-07-16 10:00:00,23004.0,76.8,7,10,6,32616.0,22896.0
2017-07-16 11:00:00,25488.0,79.2,7,11,6,34020.0,24516.0
2017-07-16 12:00:00,27378.0,81.7,7,12,6,35046.0,26568.0
2017-07-16 13:00:00,28134.0,81.1,7,13,6,36072.0,27702.0
2017-07-16 14:00:00,27756.0,83.3,7,14,6,36612.0,28296.0
2017-07-16 15:00:00,25380.0,82.4,7,15,6,37098.0,28404.0
2017-07-16 16:00:00,23436.0,74.7,7,16,6,37476.0,28836.0
2017-07-16 17:00:00,23112.0,74.5,7,17,6,36612.0,28674.0
2017-07-16 18:00:00,22788.0,75.2,7,18,6,36126.0,28188.0
2017-07-16 19:00:00,22356.0,74.3,7,19,6,34722.0,25002.0
2017-07-16 20:00:00,22248.0,74.3,7,20,6,33966.0,22518.0
2017-07-16 21:00:00,21924.0,73.4,7,21,6,33210.0,21600.0
2017-07-16 22:00:00,20358.0,73.4,7,22,6,30456.0,20088.0
2017-07-16 23:00:00,20358.0,72.7,7,23,6,27594.0,19548.0
2017-07-17 00:00:00,19764.0,72.5,7,0,0,25488.0,19764.0
2017-07-17 01:00:00,20898.0,72.5,7,1,0,25110.0,20574.0
2017-07-17 02:00:00,21168.0,72.0,7,2,0,23220.0,20196.0
2017-07-17 03:00:00,21384.0,71.6,7,3,0,21006.0,20250.0
2017-07-17 04:00:00,21492.0,72.3,7,4,0,22302.0,20412.0
2017-07-17 05:00:00,22464.0,72.5,7,5,0,22086.0,21546.0
2017-07-17 06:00:00,23166.0,72.5,7,6,0,21600.0,22302.0
2017-07-17 07:00:00,24192.0,72.5,7,7,0,22518.0,23382.0
2017-07-17 08:00:00,24678.0,72.5,7,8,0,24138.0,23922.0
2017-07-17 09:00:00,25758.0,72.5,7,9,0,25758.0,25326.0
2017-07-17 10:00:00,26892.0,74.8,7,10,0,27270.0,27270.0
2017-07-17 11:00:00,27540.0,76.3,7,11,0,28458.0,28512.0
2017-07-17 12:00:00,28188.0,78.4,7,12,0,29754.0,29592.0
2017-07-17 13:00:00,29538.0,81.1,7,13,0,30186.0,31158.0
2017-07-17 14:00:00,30024.0,80.8,7,14,0,30834.0,31536.0
2017-07-17 15:00:00,30564.0,82.6,7,15,0,31266.0,30564.0
2017-07-17 16:00:00,31266.0,82.6,7,16,0,31482.0,28782.0
2017-07-17 17:00:00,31698.0,83.7,7,17,0,31536.0,28242.0
2017-07-17 18:00:00,31212.0,81.5,7,18,0,29376.0,27000.0
2017-07-17 19:00:00,29862.0,80.6,7,19,0,28404.0,25974.0
2017-07-17 20:00:00,28458.0,80.8,7,20,0,27756.0,24948.0
2017-07-17 21:00:00,27864.0,76.5,7,21,0,25488.0,24678.0
2017-07-17 22:00:00,26298.0,76.1,7,22,0,23760.0,24462.0
2017-07-17 23:00:00,24138.0,75.2,7,23,0,21816.0,22734.0
2017-07-18 00:00:00,23220.0,74.5,7,0,1,20088.0,21654.0
2017-07-18 01:00:00,22302.0,73.6,7,1,1,19656.0,21816.0
2017-07-18 02:00:00,21978.0,73.2,7,2,1,19710.0,21222.0
2017-07-18 03:00:00,21330.0,72.9,7,3,1,18738.0,20736.0
2017-07-18 04:00:00,22248.0,72.5,7,4,1,18792.0,21330.0
2017-07-18 05:00:00,23004.0,71.6,7,5,1,18900.0,22302.0
2017-07-18 06:00:00,23814.0,72.5,7,6,1,19494.0,23112.0
2017-07-18 07:00:00,24624.0,72.1,7,7,1,19494.0,24732.0
2017-07-18 08:00:00,25002.0,72.9,7,8,1,20412.0,26190.0
2017-07-18 09:00:00,25056.0,73.9,7,9,1,21384.0,27702.0
2017-07-18 10:00:00,26136.0,73.9,7,10,1,23004.0,29646.0
2017-07-18 11:00:00,27594.0,76.3,7,11,1,25488.0,31482.0
2017-07-18 12:00:00,28998.0,79.0,7,12,1,27378.0,32130.0
2017-07-18 13:00:00,30834.0,79.3,7,13,1,28134.0,33372.0
2017-07-18 14:00:00,31050.0,81.7,7,14,1,27756.0,33642.0
2017-07-18 15:00:00,31914.0,81.9,7,15,1,25380.0,34290.0
2017-07-18 16:00:00,32562.0,77.7,7,16,1,23436.0,34830.0
2017-07-18 17:00:00,32292.0,77.7,7,17,1,23112.0,34776.0
2017-07-18 18:00:00,31158.0,82.2,7,18,1,22788.0,34344.0
2017-07-18 19:00:00,29916.0,81.9,7,19,1,22356.0,33264.0
2017-07-18 20:00:00,27756.0,77.4,7,20,1,22248.0,31374.0
2017-07-18 21:00:00,27108.0,74.5,7,21,1,21924.0,30510.0
2017-07-18 22:00:00,25272.0,72.1,7,22,1,20358.0,28458.0
2017-07-18 23:00:00,23544.0,71.6,7,23,1,20358.0,26082.0
2017-07-19 00:00:00,22842.0,70.7,7,0,2,19764.0,24138.0
2017-07-19 01:00:00,22464.0,70.2,7,1,2,20898.0,25056.0
2017-07-19 02:00:00,21870.0,70.7,7,2,2,21168.0,24408.0
2017-07-19 03:00:00,21384.0,70.3,7,3,2,21384.0,23760.0
2017-07-19 04:00:00,21060.0,69.8,7,4,2,21492.0,23922.0
2017-07-19 05:00:00,21708.0,68.9,7,5,2,22464.0,24840.0
2017-07-19 06:00:00,22518.0,68.9,7,6,2,23166.0,25002.0
2017-07-19 07:00:00,24084.0,70.3,7,7,2,24192.0,26298.0
2017-07-19 08:00:00,24840.0,72.7,7,8,2,24678.0,28080.0
2017-07-19 09:00:00,25542.0,73.6,7,9,2,25758.0,29646.0
2017-07-19 10:00:00,27324.0,75.6,7,10,2,26892.0,32022.0
2017-07-19 11:00:00,29268.0,77.5,7,11,2,27540.0,33318.0
2017-07-19 12:00:00,30888.0,81.1,7,12,2,28188.0,33966.0
2017-07-19 13:00:00,32184.0,83.8,7,13,2,29538.0,34722.0
2017-07-19 14:00:00,33156.0,85.5,7,14,2,30024.0,34938.0
2017-07-19 15:00:00,33804.0,87.4,7,15,2,30564.0,35424.0
2017-07-19 16:00:00,33966.0,87.6,7,16,2,31266.0,35586.0
2017-07-19 17:00:00,34344.0,88.2,7,17,2,31698.0,35370.0
2017-07-19 18:00:00,33912.0,88.5,7,18,2,31212.0,35262.0
2017-07-19 19:00:00,32508.0,87.6,7,19,2,29862.0,34344.0
2017-07-19 20:00:00,30186.0,83.5,7,20,2,28458.0,32616.0
2017-07-19 21:00:00,28620.0,79.7,7,21,2,27864.0,31428.0
2017-07-19 22:00:00,26784.0,76.6,7,22,2,26298.0,29646.0
2017-07-19 23:00:00,24138.0,74.8,7,23,2,24138.0,28134.0
2017-07-20 00:00:00,22788.0,72.5,7,0,3,23220.0,26676.0
2017-07-20 01:00:00,22032.0,71.6,7,1,3,22302.0,26622.0
2017-07-20 02:00:00,21492.0,71.4,7,2,3,21978.0,25380.0
2017-07-20 03:00:00,20790.0,70.2,7,3,3,21330.0,24624.0
2017-07-20 04:00:00,20952.0,69.3,7,4,3,22248.0,24840.0
2017-07-20 05:00:00,21438.0,68.7,7,5,3,23004.0,25110.0
2017-07-20 06:00:00,21978.0,68.4,7,6,3,23814.0,25488.0
2017-07-20 07:00:00,23652.0,68.9,7,7,3,24624.0,26568.0
2017-07-20 08:00:00,25542.0,73.4,7,8,3,25002.0,27810.0
2017-07-20 09:00:00,27810.0,78.1,7,9,3,25056.0,29592.0
2017-07-20 10:00:00,30240.0,81.9,7,10,3,26136.0,31482.0
2017-07-20 11:00:00,32076.0,86.0,7,11,3,27594.0,32940.0
2017-07-20 12:00:00,33534.0,88.0,7,12,3,28998.0,33912.0
2017-07-20 13:00:00,34290.0,89.6,7,13,3,30834.0,34992.0
2017-07-20 14:00:00,34668.0,91.2,7,14,3,31050.0,35208.0
2017-07-20 15:00:00,35100.0,92.7,7,15,3,31914.0,35910.0
2017-07-20 16:00:00,35424.0,91.4,7,16,3,32562.0,36126.0
2017-07-20 17:00:00,35100.0,91.8,7,17,3,32292.0,36018.0
2017-07-20 18:00:00,34722.0,91.4,7,18,3,31158.0,35640.0
2017-07-20 19:00:00,33858.0,87.8,7,19,3,29916.0,34128.0
2017-07-20 20:00:00,32346.0,83.5,7,20,3,27756.0,32184.0
2017-07-20 21:00:00,31050.0,78.4,7,21,3,27108.0,31320.0
2017-07-20 22:00:00,29160.0,80.4,7,22,3,25272.0,30132.0
2017-07-20 23:00:00,27378.0,80.1,7,23,3,23544.0,27918.0
2017-07-21 00:00:00,25812.0,78.8,7,0,4,22842.0,26946.0
2017-07-21 01:00:00,25704.0,77.9,7,1,4,22464.0,27324.0
2017-07-21 02:00:00,24570.0,76.6,7,2,4,21870.0,26676.0
2017-07-21 03:00:00,23598.0,75.6,7,3,4,21384.0,25596.0
2017-07-21 04:00:00,23598.0,75.2,7,4,4,21060.0,25812.0
2017-07-21 05:00:00,23868.0,74.3,7,5,4,21708.0,26190.0
2017-07-21 06:00:00,24030.0,73.4,7,6,4,22518.0,26190.0
2017-07-21 07:00:00,25380.0,73.9,7,7,4,24084.0,27594.0
2017-07-21 08:00:00,27162.0,77.0,7,8,4,24840.0,29268.0
2017-07-21 09:00:00,29322.0,80.8,7,9,4,25542.0,30996.0
2017-07-21 10:00:00,31428.0,83.5,7,10,4,27324.0,32616.0
2017-07-21 11:00:00,33318.0,86.0,7,11,4,29268.0,34020.0
2017-07-21 12:00:00,34074.0,88.7,7,12,4,30888.0,35046.0
2017-07-21 13:00:00,35154.0,91.2,7,13,4,32184.0,36072.0
2017-07-21 14:00:00,35640.0,91.8,7,14,4,33156.0,36612.0
2017-07-21 15:00:00,35910.0,91.9,7,15,4,33804.0,37098.0
2017-07-21 16:00:00,36126.0,92.8,7,16,4,33966.0,37476.0
2017-07-21 17:00:00,35586.0,92.3,7,17,4,34344.0,36612.0
2017-07-21 18:00:00,34668.0,90.7,7,18,4,33912.0,36126.0
2017-07-21 19:00:00,33264.0,75.6,7,19,4,32508.0,34722.0
2017-07-21 20:00:00,31590.0,76.5,7,20,4,30186.0,33966.0
2017-07-21 21:00:00,30510.0,75.7,7,21,4,28620.0,33210.0
2017-07-21 22:00:00,28728.0,76.5,7,22,4,26784.0,30456.0
2017-07-21 23:00:00,26568.0,77.0,7,23,4,24138.0,27594.0
2017-07-22 00:00:00,23598.0,76.6,7,0,5,22788.0,25488.0
2017-07-22 01:00:00,22410.0,75.6,7,1,5,22032.0,25110.0
2017-07-22 02:00:00,21330.0,75.7,7,2,5,21492.0,23220.0
2017-07-22 03:00:00,20412.0,75.7,7,3,5,20790.0,21006.0
2017-07-22 04:00:00,20196.0,75.2,7,4,5,20952.0,22302.0
2017-07-22 05:00:00,20034.0,75.6,7,5,5,21438.0,22086.0
2017-07-22 06:00:00,20088.0,75.2,7,6,5,21978.0,21600.0
2017-07-22 07:00:00,20304.0,75.4,7,7,5,23652.0,22518.0
2017-07-22 08:00:00,21492.0,77.0,7,8,5,25542.0,24138.0
2017-07-22 09:00:00,23382.0,79.7,7,9,5,27810.0,25758.0
2017-07-22 10:00:00,25488.0,82.8,7,10,5,30240.0,27270.0
2017-07-22 11:00:00,26892.0,86.0,7,11,5,32076.0,28458.0
2017-07-22 12:00:00,27702.0,88.5,7,12,5,33534.0,29754.0
2017-07-22 13:00:00,28188.0,89.8,7,13,5,34290.0,30186.0
2017-07-22 14:00:00,29106.0,90.0,7,14,5,34668.0,30834.0
2017-07-22 15:00:00,29970.0,91.0,7,15,5,35100.0,31266.0
2017-07-22 16:00:00,29862.0,91.4,7,16,5,35424.0,31482.0
2017-07-22 17:00:00,29592.0,91.6,7,17,5,35100.0,31536.0
2017-07-22 18:00:00,29268.0,90.9,7,18,5,34722.0,29376.0
2017-07-22 19:00:00,28134.0,90.0,7,19,5,33858.0,28404.0
2017-07-22 20:00:00,27108.0,87.8,7,20,5,32346.0,27756.0
2017-07-22 21:00:00,26136.0,87.8,7,21,5,31050.0,25488.0
2017-07-22 22:00:00,24948.0,84.4,7,22,5,29160.0,23760.0
2017-07-22 23:00:00,23112.0,82.8,7,23,5,27378.0,21816.0
2017-07-23 00:00:00,21762.0,80.6,7,0,6,25812.0,20088.0
2017-07-23 01:00:00,20844.0,78.8,7,1,6,25704.0,19656.0
2017-07-23 02:00:00,20412.0,78.3,7,2,6,24570.0,19710.0
2017-07-23 03:00:00,19440.0,77.9,7,3,6,23598.0,18738.0
2017-07-23 04:00:00,19332.0,77.5,7,4,6,23598.0,18792.0
2017-07-23 05:00:00,19008.0,77.4,7,5,6,23868.0,18900.0
2017-07-23 06:00:00,18522.0,77.2,7,6,6,24030.0,19494.0
2017-07-23 07:00:00,19062.0,77.4,7,7,6,25380.0,19494.0
2017-07-23 08:00:00,21060.0,78.8,7,8,6,27162.0,20412.0
2017-07-23 09:00:00,23274.0,81.1,7,9,6,29322.0,21384.0
2017-07-23 10:00:00,24516.0,83.7,7,10,6,31428.0,23004.0
2017-07-23 11:00:00,26028.0,87.1,7,11,6,33318.0,25488.0
2017-07-23 12:00:00,27702.0,88.9,7,12,6,34074.0,27378.0
2017-07-23 13:00:00,28836.0,89.8,7,13,6,35154.0,28134.0
2017-07-23 14:00:00,29484.0,91.6,7,14,6,35640.0,27756.0
2017-07-23 15:00:00,29754.0,91.9,7,15,6,35910.0,25380.0
2017-07-23 16:00:00,29808.0,93.4,7,16,6,36126.0,23436.0
2017-07-23 17:00:00,29160.0,93.6,7,17,6,35586.0,23112.0
2017-07-23 18:00:00,27648.0,89.8,7,18,6,34668.0,22788.0
2017-07-23 19:00:00,25650.0,88.0,7,19,6,33264.0,22356.0
2017-07-23 20:00:00,25164.0,84.2,7,20,6,31590.0,22248.0
2017-07-23 21:00:00,23652.0,80.4,7,21,6,30510.0,21924.0
2017-07-23 22:00:00,22032.0,77.7,7,22,6,28728.0,20358.0
2017-07-23 23:00:00,21114.0,74.5,7,23,6,26568.0,20358.0
2017-07-24 00:00:00,21168.0,76.1,7,0,0,23598.0,19764.0
2017-07-24 01:00:00,21384.0,75.4,7,1,0,22410.0,20898.0
2017-07-24 02:00:00,21330.0,74.7,7,2,0,21330.0,21168.0
2017-07-24 03:00:00,21114.0,72.9,7,3,0,20412.0,21384.0
2017-07-24 04:00:00,21114.0,72.5,7,4,0,20196.0,21492.0
2017-07-24 05:00:00,21492.0,72.9,7,5,0,20034.0,22464.0
2017-07-24 06:00:00,22086.0,72.7,7,6,0,20088.0,23166.0
2017-07-24 07:00:00,23706.0,72.5,7,7,0,20304.0,24192.0
2017-07-24 08:00:00,25758.0,74.1,7,8,0,21492.0,24678.0
2017-07-24 09:00:00,28026.0,78.1,7,9,0,23382.0,25758.0
2017-07-24 10:00:00,29484.0,78.6,7,10,0,25488.0,26892.0
2017-07-24 11:00:00,30186.0,79.7,7,11,0,26892.0,27540.0
2017-07-24 12:00:00,30780.0,82.0,7,12,0,27702.0,28188.0
2017-07-24 13:00:00,30888.0,81.5,7,13,0,28188.0,29538.0
2017-07-24 14:00:00,31698.0,84.7,7,14,0,29106.0,30024.0
2017-07-24 15:00:00,32616.0,86.2,7,15,0,29970.0,30564.0
2017-07-24 16:00:00,33372.0,87.8,7,16,0,29862.0,31266.0
2017-07-24 17:00:00,33642.0,88.3,7,17,0,29592.0,31698.0
2017-07-24 18:00:00,33588.0,87.8,7,18,0,29268.0,31212.0
2017-07-24 19:00:00,32670.0,86.4,7,19,0,28134.0,29862.0
2017-07-24 20:00:00,30888.0,83.8,7,20,0,27108.0,28458.0
2017-07-24 21:00:00,30132.0,80.1,7,21,0,26136.0,27864.0
2017-07-24 22:00:00,28188.0,79.2,7,22,0,24948.0,26298.0
2017-07-24 23:00:00,26406.0,80.8,7,23,0,23112.0,24138.0
2017-07-25 00:00:00,25596.0,80.8,7,0,1,21762.0,23220.0
2017-07-25 01:00:00,24894.0,77.9,7,1,1,20844.0,22302.0
2017-07-25 02:00:00,24030.0,77.7,7,2,1,20412.0,21978.0
2017-07-25 03:00:00,22950.0,76.1,7,3,1,19440.0,21330.0
2017-07-25 04:00:00,23112.0,74.7,7,4,1,19332.0,22248.0
2017-07-25 05:00:00,23760.0,73.8,7,5,1,19008.0,23004.0
2017-07-25 06:00:00,23976.0,73.6,7,6,1,18522.0,23814.0
2017-07-25 07:00:00,25272.0,72.5,7,7,1,19062.0,24624.0
2017-07-25 08:00:00,26946.0,75.0,7,8,1,21060.0,25002.0
2017-07-25 09:00:00,28674.0,78.4,7,9,1,23274.0,25056.0
2017-07-25 10:00:00,31536.0,82.4,7,10,1,24516.0,26136.0
2017-07-25 11:00:00,32778.0,85.6,7,11,1,26028.0,27594.0
2017-07-25 12:00:00,33750.0,86.2,7,12,1,27702.0,28998.0
2017-07-25 13:00:00,34614.0,88.3,7,13,1,28836.0,30834.0
2017-07-25 14:00:00,34938.0,90.0,7,14,1,29484.0,31050.0
2017-07-25 15:00:00,35154.0,90.3,7,15,1,29754.0,31914.0
2017-07-25 16:00:00,35262.0,90.3,7,16,1,29808.0,32562.0
2017-07-25 17:00:00,35100.0,90.3,7,17,1,29160.0,32292.0
2017-07-25 18:00:00,34614.0,90.5,7,18,1,27648.0,31158.0
2017-07-25 19:00:00,33966.0,88.3,7,19,1,25650.0,29916.0
2017-07-25 20:00:00,31860.0,85.1,7,20,1,25164.0,27756.0
2017-07-25 21:00:00,30780.0,79.9,7,21,1,23652.0,27108.0
2017-07-25 22:00:00,28296.0,78.3,7,22,1,22032.0,25272.0
2017-07-25 23:00:00,26244.0,76.6,7,23,1,21114.0,23544.0
2017-07-26 00:00:00,25056.0,75.4,7,0,2,21168.0,22842.0
2017-07-26 01:00:00,24354.0,74.3,7,1,2,21384.0,22464.0
2017-07-26 02:00:00,23328.0,73.4,7,2,2,21330.0,21870.0
2017-07-26 03:00:00,22950.0,72.1,7,3,2,21114.0,21384.0
2017-07-26 04:00:00,23166.0,70.9,7,4,2,21114.0,21060.0
2017-07-26 05:00:00,23706.0,70.7,7,5,2,21492.0,21708.0
2017-07-26 06:00:00,23760.0,69.6,7,6,2,22086.0,22518.0
2017-07-26 07:00:00,24516.0,69.8,7,7,2,23706.0,24084.0
2017-07-26 08:00:00,25326.0,71.4,7,8,2,25758.0,24840.0
2017-07-26 09:00:00,26946.0,75.2,7,9,2,28026.0,25542.0
2017-07-26 10:00:00,28566.0,77.0,7,10,2,29484.0,27324.0
2017-07-26 11:00:00,30132.0,79.7,7,11,2,30186.0,29268.0
2017-07-26 12:00:00,31050.0,81.7,7,12,2,30780.0,30888.0
2017-07-26 13:00:00,32076.0,84.9,7,13,2,30888.0,32184.0
2017-07-26 14:00:00,32616.0,86.7,7,14,2,31698.0,33156.0
2017-07-26 15:00:00,32670.0,86.7,7,15,2,32616.0,33804.0
2017-07-26 16:00:00,33048.0,85.3,7,16,2,33372.0,33966.0
2017-07-26 17:00:00,33210.0,88.7,7,17,2,33642.0,34344.0
2017-07-26 18:00:00,32994.0,87.1,7,18,2,33588.0,33912.0
2017-07-26 19:00:00,31968.0,85.3,7,19,2,32670.0,32508.0
2017-07-26 20:00:00,29430.0,82.0,7,20,2,30888.0,30186.0
2017-07-26 21:00:00,27918.0,78.4,7,21,2,30132.0,28620.0
2017-07-26 22:00:00,25758.0,76.3,7,22,2,28188.0,26784.0
2017-07-26 23:00:00,23652.0,75.2,7,23,2,26406.0,24138.0
2017-07-27 00:00:00,22680.0,72.5,7,0,3,25596.0,22788.0
2017-07-27 01:00:00,22194.0,70.7,7,1,3,24894.0,22032.0
2017-07-27 02:00:00,21384.0,68.5,7,2,3,24030.0,21492.0
2017-07-27 03:00:00,20844.0,68.4,7,3,3,22950.0,20790.0
2017-07-27 04:00:00,21330.0,68.4,7,4,3,23112.0,20952.0
2017-07-27 05:00:00,21762.0,66.6,7,5,3,23760.0,21438.0
2017-07-27 06:00:00,21978.0,65.7,7,6,3,23976.0,21978.0
2017-07-27 07:00:00,23220.0,67.8,7,7,3,25272.0,23652.0
2017-07-27 08:00:00,24462.0,70.9,7,8,3,26946.0,25542.0
2017-07-27 09:00:00,27000.0,76.8,7,9,3,28674.0,27810.0
2017-07-27 10:00:00,29754.0,81.0,7,10,3,31536.0,30240.0
2017-07-27 11:00:00,31428.0,82.8,7,11,3,32778.0,32076.0
2017-07-27 12:00:00,32022.0,86.2,7,12,3,33750.0,33534.0
2017-07-27 13:00:00,33426.0,87.3,7,13,3,34614.0,34290.0
2017-07-27 14:00:00,33858.0,90.1,7,14,3,34938.0,34668.0
2017-07-27 15:00:00,34290.0,89.2,7,15,3,35154.0,35100.0
2017-07-27 16:00:00,34290.0,90.5,7,16,3,35262.0,35424.0
2017-07-27 17:00:00,34128.0,89.8,7,17,3,35100.0,35100.0
2017-07-27 18:00:00,32994.0,87.1,7,18,3,34614.0,34722.0
2017-07-27 19:00:00,31806.0,85.8,7,19,3,33966.0,33858.0
2017-07-27 20:00:00,29322.0,82.9,7,20,3,31860.0,32346.0
2017-07-27 21:00:00,28674.0,82.0,7,21,3,30780.0,31050.0
2017-07-27 22:00:00,27108.0,79.9,7,22,3,28296.0,29160.0
2017-07-27 23:00:00,25920.0,79.0,7,23,3,26244.0,27378.0
2017-07-28 00:00:00,25218.0,77.9,7,0,4,25056.0,25812.0
2017-07-28 01:00:00,25002.0,77.2,7,1,4,24354.0,25704.0
2017-07-28 02:00:00,24192.0,76.3,7,2,4,23328.0,24570.0
2017-07-28 03:00:00,23382.0,76.3,7,3,4,22950.0,23598.0
2017-07-28 04:00:00,23490.0,75.6,7,4,4,23166.0,23598.0
2017-07-28 05:00:00,24246.0,75.2,7,5,4,23706.0,23868.0
2017-07-28 06:00:00,24624.0,75.2,7,6,4,23760.0,24030.0
2017-07-28 07:00:00,25218.0,74.3,7,7,4,24516.0,25380.0
2017-07-28 08:00:00,26028.0,76.1,7,8,4,25326.0,27162.0
2017-07-28 09:00:00,26946.0,77.5,7,9,4,26946.0,29322.0
2017-07-28 10:00:00,29214.0,81.1,7,10,4,28566.0,31428.0
2017-07-28 11:00:00,30996.0,82.6,7,11,4,30132.0,33318.0
2017-07-28 12:00:00,32076.0,86.5,7,12,4,31050.0,34074.0
2017-07-28 13:00:00,33102.0,88.0,7,13,4,32076.0,35154.0
2017-07-28 14:00:00,33426.0,87.8,7,14,4,32616.0,35640.0
2017-07-28 15:00:00,33912.0,88.2,7,15,4,32670.0,35910.0
2017-07-28 16:00:00,33912.0,86.2,7,16,4,33048.0,36126.0
2017-07-28 17:00:00,33858.0,89.6,7,17,4,33210.0,35586.0
2017-07-28 18:00:00,33210.0,87.8,7,18,4,32994.0,34668.0
2017-07-28 19:00:00,31482.0,84.7,7,19,4,31968.0,33264.0
2017-07-28 20:00:00,30186.0,82.4,7,20,4,29430.0,31590.0
2017-07-28 21:00:00,28890.0,79.7,7,21,4,27918.0,30510.0
2017-07-28 22:00:00,26892.0,79.9,7,22,4,25758.0,28728.0
2017-07-28 23:00:00,25380.0,79.9,7,23,4,23652.0,26568.0
2017-07-29 00:00:00,23760.0,74.1,7,0,5,22680.0,23598.0
2017-07-29 01:00:00,23058.0,71.6,7,1,5,22194.0,22410.0
2017-07-29 02:00:00,21978.0,72.7,7,2,5,21384.0,21330.0
2017-07-29 03:00:00,21330.0,75.6,7,3,5,20844.0,20412.0
2017-07-29 04:00:00,20628.0,76.5,7,4,5,21330.0,20196.0
2017-07-29 05:00:00,20682.0,76.5,7,5,5,21762.0,20034.0
2017-07-29 06:00:00,21006.0,76.1,7,6,5,21978.0,20088.0
2017-07-29 07:00:00,21330.0,76.1,7,7,5,23220.0,20304.0
2017-07-29 08:00:00,21438.0,76.3,7,8,5,24462.0,21492.0
2017-07-29 09:00:00,22140.0,75.4,7,9,5,27000.0,23382.0
2017-07-29 10:00:00,23436.0,75.6,7,10,5,29754.0,25488.0
2017-07-29 11:00:00,24300.0,77.4,7,11,5,31428.0,26892.0
2017-07-29 12:00:00,24408.0,78.1,7,12,5,32022.0,27702.0
2017-07-29 13:00:00,24840.0,77.0,7,13,5,33426.0,28188.0
2017-07-29 14:00:00,25380.0,78.3,7,14,5,33858.0,29106.0
2017-07-29 15:00:00,25380.0,77.2,7,15,5,34290.0,29970.0
2017-07-29 16:00:00,25380.0,77.4,7,16,5,34290.0,29862.0
2017-07-29 17:00:00,24786.0,76.3,7,17,5,34128.0,29592.0
2017-07-29 18:00:00,23274.0,75.4,7,18,5,32994.0,29268.0
2017-07-29 19:00:00,21708.0,71.6,7,19,5,31806.0,28134.0
2017-07-29 20:00:00,20844.0,71.8,7,20,5,29322.0,27108.0
2017-07-29 21:00:00,19872.0,70.0,7,21,5,28674.0,26136.0
2017-07-29 22:00:00,19008.0,67.1,7,22,5,27108.0,24948.0
2017-07-29 23:00:00,17766.0,66.6,7,23,5,25920.0,23112.0
2017-07-30 00:00:00,16632.0,66.9,7,0,6,25218.0,21762.0
2017-07-30 01:00:00,15768.0,65.3,7,1,6,25002.0,20844.0
2017-07-30 02:00:00,15606.0,65.5,7,2,6,24192.0,20412.0
2017-07-30 03:00:00,14742.0,65.7,7,3,6,23382.0,19440.0
2017-07-30 04:00:00,14796.0,65.3,7,4,6,23490.0,19332.0
2017-07-30 05:00:00,15120.0,64.4,7,5,6,24246.0,19008.0
2017-07-30 06:00:00,14742.0,63.9,7,6,6,24624.0,18522.0
2017-07-30 07:00:00,15498.0,63.9,7,7,6,25218.0,19062.0
