Demand,Normalized_net,Temprature
2175.1,0.41249616,-12.5
2209.1,0.41894408,-13.9
2327.3,0.441360082,-15.2
2523.5,0.478568369,-15.9
2611.981724,0.495348458,-16.5
2580.639125,0.489404501,-16.9
2498.875912,0.473898542,-18.0
2494.302307,0.473031182,-19.7
2353.122803,0.446257239,-21.5
2293.486183,0.434947471,-21.3
2300.498476,0.436277315,-19.6
2356.701456,0.446935912,-16.4
2477.005078,0.469750854,-13.6
2721.261901,0.516072863,-11.0
3080.1,0.584124603,-9.1
3213.7,0.609461133,-7.4
3170.1,0.601192625,-6.1
3061.2,0.580540318,-5.3
2903.9,0.550709209,-5.6
2658.6,0.504189367,-6.5
2424.8,0.459850439,-7.9
2268.4,0.43019001,-10.0
2187.8,0.414904648,-10.1
2144.7,0.406730962,-10.4
2123.3,0.402672565,-10.9
2147.1,0.407186109,-12.0
2273.5,0.431157198,-10.7
2522.7,0.478416654,-14.5
2609.929691,0.494959301,-9.4
2509.431585,0.475900369,-8.5
2671.059527,0.50655225,-10.6
2561.63872,0.485801175,-10.9
2583.213435,0.489892705,-9.4
2527.259432,0.479281326,-10.0
2572.839994,0.487925437,-9.8
2583.285965,0.48990646,-5.5
2616.627195,0.496229447,-3.9
2686.2,0.50942356,-2.5
2938.9,0.557346773,-1.5
3053.8,0.579136947,-1.0
2988.4,0.566734185,-0.9
2880.5,0.546271523,-0.6
2713.6,0.514619825,-0.3
2468.5,0.468137912,-0.1
2229.3,0.422774902,-0.1
2063.9,0.391407671,-0.4
1966.6,0.372955243,-1.2
1915.0,0.363169577,-1.4
1893.5,0.359092216,-1.7
1930.1,0.366033212,-2.0
2063.9,0.391407671,-1.7
2327.5,0.441398011,-1.7
2453.041354,0.465206262,-1.5
2386.323703,0.452553613,-1.9
2311.623427,0.438387103,-2.2
2285.161199,0.433368682,-2.1
2250.971043,0.4268847,-3.4
2236.168282,0.424077436,-4.3
2248.923465,0.426496388,-5.1
2299.680476,0.436122186,-4.4
2437.090613,0.462181288,-4.6
2717.036893,0.515271613,-5.0
