Month,Day,Weekday,Hour,Temperature,Demand
1,4,0,2,31.0,41.329463612
1,4,0,3,31.0,37.798838887
1,4,0,4,31.0,32.114457778
1,4,0,5,30.0,31.494967499999998
1,4,0,6,29.0,34.168491111
1,4,0,7,28.0,44.07179166599999
1,4,0,8,27.0,50.663385000999995
1,4,0,9,23.0,29.310999722
1,4,0,10,21.0,12.346582502
1,4,0,11,19.0,-8.897872778
1,4,0,12,16.0,-18.865972219999996
1,4,0,13,14.0,-21.659593056999988
1,4,0,14,13.0,-27.910010278000005
1,4,0,15,8.0,-10.822971944000003
1,4,0,16,5.0,20.568188333000002
1,4,0,17,2.0,45.290772499
1,4,0,18,0.0,53.036665279000005
1,4,0,19,-3.0,56.390473887000006
1,4,0,20,-5.0,57.165475834000006
1,4,0,21,-5.0,59.73689305599999
1,4,0,22,-6.0,57.851872777000004
1,4,0,23,-7.0,56.619746389999996
1,5,1,0,-10.0,46.389198338
1,5,1,1,-11.0,43.81560416700001
1,5,1,2,-10.0,48.850213056
1,5,1,3,-11.0,48.529194720999996
1,5,1,4,-11.0,52.608785278
1,5,1,5,-11.0,51.72057305199999
1,5,1,6,-11.0,54.27094056000001
1,5,1,7,-11.0,64.91287056
1,5,1,8,-10.0,80.700776667
1,5,1,9,-10.0,59.504710833999994
1,5,1,10,-10.0,30.008483336000005
1,5,1,11,-10.0,14.831656666
1,5,1,12,-9.0,13.507595555000002
1,5,1,13,-9.0,9.420223057999998
1,5,1,14,-9.0,8.907532216999998
1,5,1,15,-8.0,17.601661941
1,5,1,16,-7.0,39.15740473
1,5,1,17,-6.0,51.121650274000004
1,5,1,18,-5.0,50.52717167099999
1,5,1,19,-1.0,50.046668333
1,5,1,20,1.0,50.558469998
1,5,1,21,1.0,46.77084055200001
1,5,1,22,1.0,49.795819171000005
1,5,1,23,1.0,54.203637218
1,6,1,0,1.0,44.49849055400001
1,6,1,1,1.0,42.780412225999996
1,6,1,2,0.0,41.147345274
1,6,1,3,-1.0,38.345871944
1,6,1,4,-2.0,39.150579444
1,6,1,5,-3.0,42.36497610900001
1,6,1,6,-4.0,46.152806942
1,6,1,7,-3.0,56.09820250399999
1,6,1,8,-4.0,73.18293528299999
1,6,1,9,-2.0,52.264162502
1,6,1,10,-1.0,34.891311941
1,6,1,11,0.0,32.348362777999995
1,6,1,12,0.0,16.149739443999998
1,6,1,13,1.0,2.548547221999989
1,6,1,14,1.0,5.142590833999998
1,6,1,15,0.0,7.2482083359999985
1,6,1,16,-1.0,30.149338614
1,6,1,17,-1.0,46.446386667000006
1,6,1,18,-1.0,49.69928611
1,6,1,19,-2.0,47.730619719
1,6,1,20,-1.0,54.138910001000006
1,6,1,21,0.0,52.80631250300001
1,6,1,22,-2.0,51.590008888999996
1,6,1,23,-3.0,51.229471669999995
1,7,1,0,-4.0,48.333749446000006
1,7,1,1,-5.0,40.951252499
1,7,1,2,-6.0,52.37675277999999
1,7,1,3,-10.0,44.41488555000001
1,7,1,4,-11.0,36.89287111000001
1,7,1,5,-11.0,38.532617499000004
1,7,1,6,-12.0,50.306518055999994
1,7,1,7,-14.0,50.257999167
1,7,1,8,-14.0,65.404348618
1,7,1,9,-13.0,55.18701055900001
1,7,1,10,-12.0,46.089658889
1,7,1,11,-12.0,36.88478166400001
1,7,1,12,-12.0,27.020046942999997
1,7,1,13,-12.0,18.295686667
1,7,1,14,-13.0,19.718733612999998
1,7,1,15,-15.0,21.831267781000005
1,7,1,16,-14.0,39.039354443
1,7,1,17,-14.0,42.966178889000005
1,7,1,18,-14.0,61.492213887999995
1,7,1,19,-14.0,56.076114723
1,7,1,20,-15.0,59.357649167999995
1,7,1,21,-15.0,60.806260556999995
1,7,1,22,-15.0,61.56966277500001
1,7,1,23,-15.0,59.771293606
1,8,1,0,-15.0,47.775301391
1,8,1,1,-15.0,50.821851384999995
1,8,1,2,-15.0,55.36734194499999
1,8,1,3,-14.0,53.37524444299999
1,8,1,4,-14.0,56.738341666
1,8,1,5,-13.0,58.97552805400001
1,8,1,6,-12.0,57.562495551
1,8,1,7,-12.0,61.28308639300001
1,8,1,8,-12.0,91.32514666700001
1,8,1,9,-11.0,82.88669944400002
1,8,1,10,-10.0,59.308028891000006
1,8,1,11,-7.0,51.222792222
1,8,1,12,-1.0,47.597441665000005
1,8,1,13,0.0,48.200433611
1,8,1,14,3.0,44.101460552999995
1,8,1,15,3.0,49.276855557000005
1,8,1,16,6.0,57.292837780000006
1,8,1,17,6.0,60.181119167000006
1,8,1,18,7.0,58.812290554
1,8,1,19,10.0,54.468135277
1,8,1,20,12.0,54.84957583700001
1,8,1,21,11.0,53.080464161
1,8,1,22,7.0,54.334309724
1,8,1,23,6.0,47.391601388
1,9,1,0,-2.0,40.271666666
1,9,1,1,-1.0,33.475499443000004
1,9,1,2,-2.0,36.326791668000006
1,9,1,3,-1.0,40.576200556
1,9,1,4,0.0,37.032065554
1,9,1,5,-3.0,42.272553053
1,9,1,6,-4.0,50.310536108
1,9,1,7,-6.0,59.58614666799999
1,9,1,8,-6.0,83.34542972100002
1,9,1,9,-6.0,69.935721942
1,9,1,10,-7.0,63.299950280000004
1,9,1,11,-7.0,53.301972498
1,9,1,12,-5.0,42.323906945999994
1,9,1,13,-5.0,40.18823583499999
1,9,1,14,-7.0,40.395381667
1,9,1,15,-7.0,43.01441111
1,9,1,16,-10.0,46.31322083499999
1,9,1,17,-10.0,53.556437779
1,9,1,18,-8.0,56.200391386
1,9,1,19,-8.0,52.43385611
1,9,1,20,-8.0,48.95654027900001
1,9,1,21,-8.0,58.49029
1,9,1,22,-7.0,58.029071394000006
1,9,1,23,-7.0,53.329887501
1,10,0,0,-7.0,41.44944806
1,10,0,1,-7.0,44.218290558999996
1,10,0,2,-7.0,49.984527781
1,10,0,3,-7.0,54.94612444
1,10,0,4,-7.0,59.97968972099999
1,10,0,5,-7.0,54.643546391
1,10,0,6,-7.0,53.43551805699999
1,10,0,7,-7.0,54.192263337
1,10,0,8,-6.0,73.242685
1,10,0,9,-3.0,68.22367499799999
1,10,0,10,-1.0,59.763311660999996
1,10,0,11,-1.0,42.809702777
1,10,0,12,1.0,49.39839722199999
1,10,0,13,2.0,39.68192027599999
1,10,0,14,4.0,35.367402778
1,10,0,15,5.0,43.076718335
1,10,0,16,7.0,47.77071694400001
1,10,0,17,9.0,49.610555556
1,10,0,18,10.0,52.33906722099999
1,10,0,19,11.0,54.92932861
1,10,0,20,11.0,52.51035916699999
1,10,0,21,12.0,57.035100558
1,10,0,22,12.0,57.40177639000001
1,10,0,23,12.0,53.718747222999994
1,11,0,0,11.0,43.18452138799999
1,11,0,1,11.0,40.36814916600001
1,11,0,2,11.0,42.416152778000004
1,11,0,3,11.0,41.636015275999995
1,11,0,4,13.0,47.50538166499999
1,11,0,5,13.0,46.765645002
1,11,0,6,13.0,38.584184722
1,11,0,7,13.0,45.323951391
1,11,0,8,15.0,63.84263555700001
1,11,0,9,15.0,49.873351667
1,11,0,10,16.0,45.185655276999995
1,11,0,11,16.0,27.829924164999998
1,11,0,12,16.0,27.705702222000003
1,11,0,13,16.0,24.053386388000003
1,11,0,14,17.0,14.099035833999999
1,11,0,15,18.0,13.416580278000001
1,11,0,16,20.0,34.329669444
1,11,0,17,26.0,40.692015000999994
1,11,0,18,26.0,54.35175805499999
1,11,0,19,27.0,50.853093611999995
1,11,0,20,27.0,48.03661917000001
1,11,0,21,27.0,45.108795834000006
1,11,0,22,26.0,52.666336942
1,11,0,23,26.0,46.79708360899999
1,12,1,0,26.0,38.801451945
1,12,1,1,25.0,34.79083111
1,12,1,2,18.0,37.42466750100001
1,12,1,3,16.0,38.105771110999996
1,12,1,4,13.0,38.198716389
1,12,1,5,10.0,38.867645835
1,12,1,6,10.0,43.507844444
1,12,1,7,12.0,53.09159249900001
1,12,1,8,12.0,67.321339163
1,12,1,9,8.0,47.54909833300001
1,12,1,10,3.0,29.654421666999994
1,12,1,11,4.0,17.648536666
1,12,1,12,5.0,17.441119998000005
1,12,1,13,6.0,18.200718057
1,12,1,14,4.0,27.965251662
1,12,1,15,5.0,37.780437222
1,12,1,16,7.0,51.107363057
1,12,1,17,7.0,56.485611116
1,12,1,18,7.0,46.215754441
1,12,1,19,8.0,44.308111111
1,12,1,20,8.0,54.280606665
1,12,1,21,9.0,53.30143139199999
1,12,1,22,10.0,47.185723057000004
1,12,1,23,9.0,47.020790557000005
1,13,1,0,10.0,44.697558052000005
1,13,1,1,10.0,44.650893333
1,13,1,2,9.0,43.076509723
1,13,1,3,9.0,42.783048335000004
1,13,1,4,9.0,42.949134994
1,13,1,5,9.0,40.582185556
1,13,1,6,10.0,46.402308608
1,13,1,7,9.0,57.903314727
1,13,1,8,10.0,82.968797778
1,13,1,9,11.0,72.208186671
1,13,1,10,10.0,56.034794444000006
1,13,1,11,9.0,36.07633388800001
1,13,1,12,9.0,34.23662167
1,13,1,13,9.0,24.70498999799999
1,13,1,14,9.0,22.229628052
1,13,1,15,9.0,26.038156389
1,13,1,16,9.0,37.832403054
1,13,1,17,6.0,46.761006941999995
1,13,1,18,6.0,55.585315834
1,13,1,19,0.0,49.278641668000006
1,13,1,20,1.0,51.944934167999996
1,13,1,21,4.0,55.625003889999995
1,13,1,22,2.0,50.918846945000006
1,13,1,23,-4.0,49.065703610999996
1,14,1,0,2.0,41.186778059
1,14,1,1,1.0,43.669365001
1,14,1,2,1.0,47.134930280999995
1,14,1,3,2.0,48.656076391999996
1,14,1,4,-3.0,40.403207777
1,14,1,5,-3.0,39.72953139
1,14,1,6,-3.0,43.63901889
1,14,1,7,4.0,61.42704777699999
1,14,1,8,6.0,77.02878972299999
1,14,1,9,8.0,67.694991665
1,14,1,10,8.0,51.408401389000005
1,14,1,11,8.0,39.972948333
1,14,1,12,8.0,42.930408334999996
1,14,1,13,9.0,45.559618889999996
1,14,1,14,10.0,45.595521389999995
1,14,1,15,10.0,45.303641112
1,14,1,16,9.0,61.85517777700001
1,14,1,17,10.0,62.580346943
1,14,1,18,10.0,55.979616387
1,14,1,19,11.0,50.481347500000005
1,14,1,20,11.0,51.972283334
1,14,1,21,11.0,51.99826277499999
1,14,1,22,11.0,52.48105361199999
1,14,1,23,11.0,42.26882888699999
1,15,1,0,11.0,37.52366555700001
1,15,1,1,12.0,33.802116944000005
1,15,1,2,12.0,36.088679725
1,15,1,3,12.0,39.435553334
1,15,1,4,12.0,36.237906667000004
1,15,1,5,13.0,35.384050834
1,15,1,6,13.0,39.181980279
1,15,1,7,13.0,54.068612501000004
1,15,1,8,14.0,72.00496360899999
1,15,1,9,16.0,48.282349722
1,15,1,10,19.0,22.364218053000002
1,15,1,11,21.0,-4.936511110999997
1,15,1,12,22.0,-21.58521305
1,15,1,13,22.0,-26.107497778999996
1,15,1,14,21.0,-16.043188057
1,15,1,15,22.0,1.4985880559999996
1,15,1,16,22.0,22.135664167
1,15,1,17,22.0,41.888858889999995
1,15,1,18,22.0,40.880178059
1,15,1,19,22.0,38.907095556
1,15,1,20,23.0,37.62927027600001
1,15,1,21,23.0,46.137203334000006
1,15,1,22,23.0,47.474957780000004
1,15,1,23,22.0,46.665456387
1,16,1,0,22.0,37.396926945000004
1,16,1,1,23.0,32.914155276
1,16,1,2,23.0,34.371271389
1,16,1,3,23.0,38.00074361200001
1,16,1,4,23.0,40.43898889100001
1,16,1,5,23.0,36.032981111
1,16,1,6,23.0,46.344044999
1,16,1,7,23.0,51.626289164999996
1,16,1,8,24.0,72.72381860899999
1,16,1,9,24.0,46.535479721
1,16,1,10,25.0,21.031406666
1,16,1,11,22.0,7.023465277999998
1,16,1,12,21.0,-5.416572776999999
1,16,1,13,21.0,-10.602951667
1,16,1,14,22.0,-11.182046389
1,16,1,15,21.0,-1.562753887000003
1,16,1,16,21.0,28.152343333999998
1,16,1,17,21.0,33.522679169999996
1,16,1,18,22.0,40.173413054
1,16,1,19,23.0,44.551162500000004
1,16,1,20,23.0,41.274678889
1,16,1,21,22.0,42.478870555000015
1,16,1,22,22.0,45.851942776
1,16,1,23,23.0,42.668098055
1,17,0,0,24.0,39.945960831
1,17,0,1,24.0,35.368165278
1,17,0,2,25.0,33.741297777
1,17,0,3,27.0,30.291969445000007
1,17,0,4,28.0,29.566308889
1,17,0,5,28.0,28.856550002000002
1,17,0,6,28.0,37.645465277
1,17,0,7,28.0,38.758591389
1,17,0,8,29.0,54.473784445999996
1,17,0,9,29.0,28.976875000000007
1,17,0,10,29.0,13.591566111000002
1,17,0,11,30.0,5.296790277999999
1,17,0,12,31.0,-8.058217498999998
1,17,0,13,30.0,3.2148558350000007
1,17,0,14,31.0,6.676928333999998
1,17,0,15,31.0,13.061218887999999
1,17,0,16,31.0,26.373524441999994
1,17,0,17,31.0,39.48439639
1,17,0,18,31.0,44.441610555000004
1,17,0,19,31.0,40.710352777999994
1,17,0,20,31.0,37.560769724
1,17,0,21,31.0,38.492278053999996
1,17,0,22,31.0,39.89651861
1,17,0,23,31.0,35.623130831
1,18,0,0,31.0,32.548239445
1,18,0,1,30.0,35.051078334
1,18,0,2,29.0,42.459238334
1,18,0,3,28.0,37.67553027699999
1,18,0,4,27.0,33.81868111
1,18,0,5,26.0,28.576752777000003
1,18,0,6,27.0,34.142041944000006
1,18,0,7,30.0,40.45216139
1,18,0,8,30.0,47.378939167000006
1,18,0,9,30.0,24.868768889000002
1,18,0,10,29.0,16.042618054000002
1,18,0,11,28.0,-6.474965835000003
1,18,0,12,28.0,-32.494864439000004
1,18,0,13,26.0,-35.474620555
1,18,0,14,26.0,-29.33482
1,18,0,15,27.0,-18.289222779999996
1,18,0,16,28.0,10.630491942999999
1,18,0,17,28.0,33.974934721
1,18,0,18,27.0,43.068638332000006
1,18,0,19,25.0,39.41718111200001
1,18,0,20,28.0,39.888611110999996
1,18,0,21,28.0,39.582489724000006
1,18,0,22,24.0,40.267983333000004
1,18,0,23,24.0,37.03132583400001
1,19,1,0,26.0,38.988893888999996
1,19,1,1,22.0,32.004929723000004
1,19,1,2,21.0,39.617342778
1,19,1,3,21.0,40.263749445
1,19,1,4,21.0,38.461930001999995
1,19,1,5,20.0,35.908165276000005
1,19,1,6,19.0,37.660767224
1,19,1,7,23.0,51.57429222500001
1,19,1,8,27.0,61.331824723999986
1,19,1,9,29.0,45.766802502000004
1,19,1,10,29.0,18.526448612000003
1,19,1,11,28.0,-10.491061665000004
1,19,1,12,28.0,-16.468931669999993
1,19,1,13,28.0,-4.004826389000007
1,19,1,14,28.0,-8.945067221999995
1,19,1,15,28.0,-1.3319786100000033
1,19,1,16,29.0,19.109129168000003
1,19,1,17,28.0,35.910935835000004
1,19,1,18,29.0,38.59690861
1,19,1,19,29.0,31.350881111
1,19,1,20,29.0,34.106782501
1,19,1,21,29.0,46.678564999
1,19,1,22,29.0,31.267586386999998
1,19,1,23,30.0,33.296875001000004
1,20,1,0,30.0,32.70511055600001
1,20,1,1,29.0,30.095344165999997
1,20,1,2,29.0,30.711999443999996
1,20,1,3,28.0,30.937208888000008
1,20,1,4,27.0,30.133563057
1,20,1,5,27.0,31.030374444000003
1,20,1,6,29.0,33.020779998
1,20,1,7,30.0,43.334669164000005
1,20,1,8,31.0,56.93933139
1,20,1,9,32.0,38.098561669
1,20,1,10,32.0,19.828089722000005
1,20,1,11,32.0,8.130589722000005
1,20,1,12,32.0,0.4542427759999943
1,20,1,13,32.0,-8.695781387999995
1,20,1,14,31.0,-3.6972261099999995
1,20,1,15,30.0,3.992795833000004
1,20,1,16,29.0,21.317641667999997
1,20,1,17,27.0,32.673019446000005
1,20,1,18,26.0,40.385841666000005
1,20,1,19,26.0,38.807328613
1,20,1,20,27.0,41.222446387
1,20,1,21,28.0,45.510461668
1,20,1,22,28.0,41.77366833400001
1,20,1,23,28.0,38.22963305299999
1,21,1,0,28.0,35.053500555999996
1,21,1,1,28.0,34.412718889
1,21,1,2,28.0,37.53771278
1,21,1,3,28.0,40.255350279
1,21,1,4,28.0,36.601479999
1,21,1,5,28.0,38.748181391
1,21,1,6,28.0,36.379588887
1,21,1,7,28.0,42.218196109000004
1,21,1,8,28.0,47.48608916800001
1,21,1,9,28.0,41.926158889999996
1,21,1,10,27.0,43.488409721
1,21,1,11,27.0,44.663067500000004
1,21,1,12,26.0,40.706242224
1,21,1,13,26.0,32.498053611
1,21,1,14,27.0,40.809164999
1,21,1,15,26.0,40.851184445
1,21,1,16,25.0,51.417616114000005
1,21,1,17,24.0,46.669536669
1,21,1,18,22.0,49.802579445
1,21,1,19,21.0,43.189117499
1,21,1,20,21.0,44.49680416500001
1,21,1,21,21.0,46.138336387
1,21,1,22,21.0,50.912640276
1,21,1,23,21.0,43.61647777700001
1,22,1,0,21.0,31.472237222
1,22,1,1,22.0,37.747216388000005
1,22,1,2,21.0,34.957433611999996
1,22,1,3,21.0,34.667215555000006
1,22,1,4,21.0,35.42849000100001
1,22,1,5,22.0,32.362353888
1,22,1,6,23.0,35.699946946
1,22,1,7,24.0,41.643183892
1,22,1,8,22.0,57.53219416699999
1,22,1,9,23.0,49.06912110999999
1,22,1,10,23.0,48.85534889
1,22,1,11,22.0,50.127093055
1,22,1,12,22.0,43.383051665
1,22,1,13,23.0,35.865756389
1,22,1,14,23.0,36.064084443999995
1,22,1,15,23.0,38.495895557
1,22,1,16,23.0,43.41112360999999
1,22,1,17,23.0,53.228000557
1,22,1,18,24.0,41.678364445999996
1,22,1,19,23.0,48.74552610999999
1,22,1,20,22.0,44.10134333500001
1,22,1,21,23.0,42.733746389000004
1,22,1,22,23.0,45.347922221
1,22,1,23,23.0,48.875414726
1,23,1,0,23.0,35.570985832000005
1,23,1,1,23.0,30.081489168
1,23,1,2,23.0,31.707740833000003
1,23,1,3,22.0,30.0383575
1,23,1,4,23.0,33.252327498
1,23,1,5,23.0,33.363196386999995
1,23,1,6,23.0,40.13531027699999
1,23,1,7,23.0,50.26156611
1,23,1,8,23.0,74.98017055199999
1,23,1,9,23.0,64.087535828
1,23,1,10,23.0,53.367786114
1,23,1,11,23.0,44.522010835
1,23,1,12,23.0,32.471826669
1,23,1,13,23.0,18.95289111
1,23,1,14,22.0,12.913132780000003
1,23,1,15,23.0,22.171518610999996
1,23,1,16,22.0,34.205486111
1,23,1,17,22.0,37.079405834
1,23,1,18,23.0,41.343709167000014
1,23,1,19,23.0,39.890531389
1,23,1,20,23.0,40.376192222
1,23,1,21,24.0,44.740267779
1,23,1,22,24.0,43.321551388
1,23,1,23,24.0,41.62938916599999
1,24,0,0,25.0,32.849404166999996
1,24,0,1,25.0,34.918740555
1,24,0,2,25.0,36.831089442999996
1,24,0,3,25.0,37.637623612
1,24,0,4,25.0,36.368105554
1,24,0,5,26.0,41.265970834
1,24,0,6,26.0,41.586848332
1,24,0,7,26.0,49.653706942999996
1,24,0,8,28.0,59.79685555599998
1,24,0,9,28.0,28.572271389999997
1,24,0,10,29.0,7.067887501000001
1,24,0,11,30.0,-12.914602223
1,24,0,12,30.0,-28.754880282000006
1,24,0,13,31.0,-27.44030027899999
1,24,0,14,31.0,-18.985511670999998
1,24,0,15,31.0,3.7015788900000004
1,24,0,16,31.0,14.795667498
1,24,0,17,30.0,34.874167502
1,24,0,18,30.0,32.606613333
1,24,0,19,29.0,37.43265583400001
1,24,0,20,29.0,35.506066110999996
1,24,0,21,29.0,43.172831943999995
1,24,0,22,29.0,44.21646306
1,24,0,23,29.0,42.908403612
1,25,0,0,29.0,30.753137222999996
1,25,0,1,29.0,30.557227221
1,25,0,2,30.0,31.728788332
1,25,0,3,32.0,35.59640555400001
1,25,0,4,31.0,32.860529723999996
1,25,0,5,30.0,31.565508331999997
1,25,0,6,29.0,31.432106666000003
1,25,0,7,29.0,43.066935277
1,25,0,8,29.0,50.925766386999996
1,25,0,9,28.0,30.601442222999992
1,25,0,10,27.0,14.935920554
1,25,0,11,25.0,-6.077266664999998
1,25,0,12,23.0,-23.602057498
1,25,0,13,22.0,-23.434531944999996
1,25,0,14,18.0,-16.061233054
1,25,0,15,16.0,-17.681684166
1,25,0,16,17.0,10.140831111000002
1,25,0,17,16.0,31.986807223
1,25,0,18,15.0,40.140685555
1,25,0,19,14.0,43.892605835
1,25,0,20,15.0,42.284962222999994
1,25,0,21,15.0,37.944069166999995
1,25,0,22,15.0,37.47561750199999
1,25,0,23,15.0,40.436508335
1,26,1,0,15.0,35.074410278
1,26,1,1,15.0,37.731093333000004
1,26,1,2,15.0,48.77487916500001
1,26,1,3,14.0,40.022784441999995
1,26,1,4,12.0,37.495022502000005
1,26,1,5,12.0,36.084570277999994
1,26,1,6,11.0,43.138120838000006
1,26,1,7,12.0,52.78587500199999
1,26,1,8,13.0,54.414829165
1,26,1,9,15.0,35.963637219999995
1,26,1,10,16.0,27.312298334000005
1,26,1,11,16.0,11.339484164999998
1,26,1,12,16.0,8.840536662999993
1,26,1,13,18.0,3.439168885999995
1,26,1,14,21.0,8.973433056
1,26,1,15,21.0,14.098896943999996
1,26,1,16,21.0,29.924715554000002
1,26,1,17,23.0,40.659644443
1,26,1,18,23.0,33.989270000999994
1,26,1,19,24.0,37.971653889
1,26,1,20,23.0,39.295349722999994
1,26,1,21,23.0,41.2365025
1,26,1,22,24.0,34.376641668000005
1,26,1,23,24.0,36.331027225
1,27,1,0,24.0,28.847012777999996
1,27,1,1,24.0,29.774509445999996
1,27,1,2,24.0,37.468338888
1,27,1,3,24.0,38.486315001
1,27,1,4,24.0,28.663084723
1,27,1,5,24.0,28.298293332
1,27,1,6,24.0,31.384633332
1,27,1,7,22.0,48.562099723
1,27,1,8,20.0,53.405949721999995
1,27,1,9,19.0,34.797945275
1,27,1,10,19.0,18.306329446
1,27,1,11,18.0,-2.613819442999997
1,27,1,12,18.0,-11.388618616000002
1,27,1,13,17.0,-18.718373612999997
1,27,1,14,16.0,-12.542177774999995
1,27,1,15,15.0,-2.355333333999996
1,27,1,16,14.0,17.452344719999992
1,27,1,17,16.0,29.377848611999998
1,27,1,18,17.0,38.48769777700001
1,27,1,19,16.0,36.85826138699999
1,27,1,20,15.0,37.046053889
1,27,1,21,16.0,42.769529161
1,27,1,22,17.0,43.379907779
1,27,1,23,18.0,37.868968056
1,28,1,0,18.0,34.863847778
1,28,1,1,18.0,34.261968888000006
1,28,1,2,19.0,38.101069443
1,28,1,3,18.0,37.772278052
1,28,1,4,17.0,35.830943056
1,28,1,5,16.0,35.69755722200001
1,28,1,6,16.0,41.283289442999994
1,28,1,7,17.0,46.527318613000006
1,28,1,8,17.0,44.91273166700001
1,28,1,9,13.0,27.226574721
1,28,1,10,13.0,12.229020554999998
1,28,1,11,16.0,-4.308563332000005
1,28,1,12,17.0,-11.888074444000004
1,28,1,13,19.0,-16.031303335000004
1,28,1,14,19.0,-21.65489722200001
1,28,1,15,20.0,-9.074413334999996
1,28,1,16,21.0,16.695526389
1,28,1,17,21.0,27.461225832000004
1,28,1,18,21.0,31.165923891000002
1,28,1,19,20.0,35.018018889000004
1,28,1,20,20.0,40.924329725
1,28,1,21,20.0,43.176696389
1,28,1,22,21.0,36.405020558
1,28,1,23,24.0,34.089355833
1,29,1,0,25.0,30.771570277
1,29,1,1,26.0,26.672163332
1,29,1,2,26.0,31.948264166
1,29,1,3,26.0,30.266857776999995
1,29,1,4,26.0,25.996329443999997
1,29,1,5,28.0,25.264538057000003
1,29,1,6,27.0,28.923141666
1,29,1,7,27.0,37.64555528
1,29,1,8,28.0,43.829353056
1,29,1,9,27.0,28.327512224000003
1,29,1,10,26.0,18.578599721000003
1,29,1,11,25.0,3.245932780000005
1,29,1,12,25.0,-5.338142499000001
1,29,1,13,26.0,-20.373335278000006
1,29,1,14,26.0,-15.015943610999997
1,29,1,15,26.0,0.674565276000004
1,29,1,16,25.0,19.2202975
1,29,1,17,23.0,25.013936667
1,29,1,18,21.0,34.081597776
1,29,1,19,22.0,32.324561668
1,29,1,20,18.0,35.027817503
1,29,1,21,19.0,41.124603057
1,29,1,22,21.0,43.153568889
1,29,1,23,18.0,41.93738750099999
1,30,1,0,12.0,35.95404305400001
1,30,1,1,9.0,37.230319443999996
1,30,1,2,9.0,38.069411112
1,30,1,3,8.0,34.906732222
1,30,1,4,8.0,37.143673332
1,30,1,5,8.0,39.043761113
1,30,1,6,8.0,41.228889445
1,30,1,7,9.0,49.44171805299999
1,30,1,8,8.0,51.711050556999986
1,30,1,9,7.0,46.48068944
1,30,1,10,8.0,24.860826666999998
1,30,1,11,7.0,10.936209721999997
1,30,1,12,8.0,-9.444532220000005
1,30,1,13,7.0,-21.491143885000003
1,30,1,14,8.0,-14.661428891999998
1,30,1,15,7.0,0.43850249900000104
1,30,1,16,7.0,14.827625277
1,30,1,17,9.0,24.807729446000003
1,30,1,18,10.0,29.168666111
1,30,1,19,11.0,36.825170553999996
1,30,1,20,12.0,33.330351389
1,30,1,21,12.0,39.12209332999999
1,30,1,22,12.0,33.051746388999995
1,30,1,23,12.0,32.98698889
1,31,0,0,14.0,28.127650002
